"","year","state","industry","unioncovpct_ind","state_cens","sector","nobs","empl","member","covered","pctmem","pctcov","state2","unioncovpct_state","unioncovpct_combined","idvar","naics","robotpct_ind","robotpct_state","robotpct_combined","stateyear","medianhouseinc","unemprate","femalepct","manufemp","healthins","oldage","wage"
"2914",2021,"Colorado","Nonmetallic mineral product manufacturing",6.49131014943123,84,"Total",1841,2534734.13038334,164654.299766667,190792.707108333,0.0649591982364655,0.0752712860703468,"CO",7.52712860703468,7.00921937823296,"Colorado-Nonmetallic mineral product manufacturing-2021","327",19.2,26.1,22.65,"Colorado-2021",82.254,5.3,63,7,92,7.7,55.25
"2915",2021,"Colorado","Nonmetallic mineral product manufacturing",6.49131014943123,84,"Total",1841,2534734.13038334,164654.299766667,190792.707108333,0.0649591982364655,0.0752712860703468,"CO",7.52712860703468,7.00921937823296,"Colorado-Nonmetallic mineral product manufacturing-2021","327",19.2,26.1,22.65,"Colorado-2021",82.254,5.3,63,7,92,7.7,55.25
"2916",2018,"Connecticut","Nonmetallic mineral product manufacturing",7.09050819277763,16,"Total",1752,1677130.09120833,267221.60205,280082.661716667,0.159332662820816,0.167001157999039,"CT",16.7001157999039,11.8953119963408,"Connecticut-Nonmetallic mineral product manufacturing-2018","327",13.3,24.1,18.7,"Connecticut-2018",76.348,5.5,61.7,10.6,94.7,7.9,53.46
"2917",2018,"Connecticut","Nonmetallic mineral product manufacturing",7.09050819277763,16,"Total",1752,1677130.09120833,267221.60205,280082.661716667,0.159332662820816,0.167001157999039,"CT",16.7001157999039,11.8953119963408,"Connecticut-Nonmetallic mineral product manufacturing-2018","327",13.3,24.1,18.7,"Connecticut-2018",76.348,5.5,61.7,10.6,94.7,7.9,53.46
"2918",2019,"Connecticut","Nonmetallic mineral product manufacturing",12.1269792318344,16,"Total",1721,1680598.08144167,243824.9352,268293.0212,0.145082235336304,0.159641399979591,"CT",15.9641399979591,14.0455596148968,"Connecticut-Nonmetallic mineral product manufacturing-2019","327",18.8,16.9,17.85,"Connecticut-2019",78.833,5.3,62,9.9,94.1,7.3,53.18
"2919",2019,"Connecticut","Nonmetallic mineral product manufacturing",12.1269792318344,16,"Total",1721,1680598.08144167,243824.9352,268293.0212,0.145082235336304,0.159641399979591,"CT",15.9641399979591,14.0455596148968,"Connecticut-Nonmetallic mineral product manufacturing-2019","327",18.8,16.9,17.85,"Connecticut-2019",78.833,5.3,62,9.9,94.1,7.3,53.18
"2920",2020,"Connecticut","Nonmetallic mineral product manufacturing",6.31480067968369,16,"Total",1411,1523509.77720833,260509.756458333,280200.515025,0.170993164181709,0.183917760848999,"CT",18.3917760848999,12.3532883822918,"Connecticut-Nonmetallic mineral product manufacturing-2020","327",14.1,13.3,13.7,"Connecticut-2020",79.855,6,61.8,10.5,94.9,7.2,56.56
"2921",2020,"Connecticut","Nonmetallic mineral product manufacturing",6.31480067968369,16,"Total",1411,1523509.77720833,260509.756458333,280200.515025,0.170993164181709,0.183917760848999,"CT",18.3917760848999,12.3532883822918,"Connecticut-Nonmetallic mineral product manufacturing-2020","327",14.1,13.3,13.7,"Connecticut-2020",79.855,6,61.8,10.5,94.9,7.2,56.56
"2922",2021,"Connecticut","Nonmetallic mineral product manufacturing",6.49131014943123,16,"Total",1379,1522509.00601667,222159.007066667,247202.424141667,0.145916387438774,0.162365168333054,"CT",16.2365168333054,11.3639134913683,"Connecticut-Nonmetallic mineral product manufacturing-2021","327",19.2,16.2,17.7,"Connecticut-2021",83.771,6.7,61.4,11.1,94.8,8.6,55.27
"2923",2021,"Connecticut","Nonmetallic mineral product manufacturing",6.49131014943123,16,"Total",1379,1522509.00601667,222159.007066667,247202.424141667,0.145916387438774,0.162365168333054,"CT",16.2365168333054,11.3639134913683,"Connecticut-Nonmetallic mineral product manufacturing-2021","327",19.2,16.2,17.7,"Connecticut-2021",83.771,6.7,61.4,11.1,94.8,8.6,55.27
"2924",2018,"Delaware","Nonmetallic mineral product manufacturing",7.09050819277763,51,"Total",1844,433455.143041666,44834.5977916667,46892.3861333333,0.103435382246971,0.108182787895203,"DE",10.8182787895203,8.95439349114895,"Delaware-Nonmetallic mineral product manufacturing-2018","327",13.3,11.7,12.5,"Delaware-2018",64.805,5.7,58.3,8.9,94.3,6.1,45.82
"2925",2018,"Delaware","Nonmetallic mineral product manufacturing",7.09050819277763,51,"Total",1844,433455.143041666,44834.5977916667,46892.3861333333,0.103435382246971,0.108182787895203,"DE",10.8182787895203,8.95439349114895,"Delaware-Nonmetallic mineral product manufacturing-2018","327",13.3,11.7,12.5,"Delaware-2018",64.805,5.7,58.3,8.9,94.3,6.1,45.82
"2926",2019,"Delaware","Nonmetallic mineral product manufacturing",12.1269792318344,51,"Total",1639,432587.95075,37745.785475,42886.6942583334,0.0872557461261749,0.0991398245096207,"DE",9.91398245096207,11.0204808413982,"Delaware-Nonmetallic mineral product manufacturing-2019","327",18.8,8.4,13.6,"Delaware-2019",70.176,4.6,58.9,6.9,93.4,7.3,49.92
"2927",2019,"Delaware","Nonmetallic mineral product manufacturing",12.1269792318344,51,"Total",1639,432587.95075,37745.785475,42886.6942583334,0.0872557461261749,0.0991398245096207,"DE",9.91398245096207,11.0204808413982,"Delaware-Nonmetallic mineral product manufacturing-2019","327",18.8,8.4,13.6,"Delaware-2019",70.176,4.6,58.9,6.9,93.4,7.3,49.92
"2928",2020,"Delaware","Nonmetallic mineral product manufacturing",6.31480067968369,51,"Total",1448,424179.351358333,42011.5875083333,44541.8031166667,0.099042035639286,0.105007007718086,"DE",10.5007007718086,8.40775072574615,"Delaware-Nonmetallic mineral product manufacturing-2020","327",14.1,9.2,11.65,"Delaware-2020",69.11,5.8,58.2,8,94.2,6.5,49.12
"2929",2020,"Delaware","Nonmetallic mineral product manufacturing",6.31480067968369,51,"Total",1448,424179.351358333,42011.5875083333,44541.8031166667,0.099042035639286,0.105007007718086,"DE",10.5007007718086,8.40775072574615,"Delaware-Nonmetallic mineral product manufacturing-2020","327",14.1,9.2,11.65,"Delaware-2020",69.11,5.8,58.2,8,94.2,6.5,49.12
"2930",2021,"Delaware","Nonmetallic mineral product manufacturing",6.49131014943123,51,"Total",1491,434713.291858334,42402.1402166667,44189.3144083333,0.0975404754281044,0.101651631295681,"DE",10.1651631295681,8.32823663949966,"Delaware-Nonmetallic mineral product manufacturing-2021","327",19.2,24,21.6,"Delaware-2021",71.091,5.6,57,6.6,94.3,6.9,52.43
"2931",2021,"Delaware","Nonmetallic mineral product manufacturing",6.49131014943123,51,"Total",1491,434713.291858334,42402.1402166667,44189.3144083333,0.0975404754281044,0.101651631295681,"DE",10.1651631295681,8.32823663949966,"Delaware-Nonmetallic mineral product manufacturing-2021","327",19.2,24,21.6,"Delaware-2021",71.091,5.6,57,6.6,94.3,6.9,52.43
"2932",2018,"Florida","Nonmetallic mineral product manufacturing",7.09050819277763,59,"Total",6662,8712508.57215834,484161.859558333,587641.159608334,0.0555708892643452,0.0674479827284813,"FL",6.74479827284813,6.91765323281288,"Florida-Nonmetallic mineral product manufacturing-2018","327",13.3,12.1,12.7,"Florida-2018",55.462,5.2,54.3,5.1,87,10.6,40.84
"2933",2018,"Florida","Nonmetallic mineral product manufacturing",7.09050819277763,59,"Total",6662,8712508.57215834,484161.859558333,587641.159608334,0.0555708892643452,0.0674479827284813,"FL",6.74479827284813,6.91765323281288,"Florida-Nonmetallic mineral product manufacturing-2018","327",13.3,12.1,12.7,"Florida-2018",55.462,5.2,54.3,5.1,87,10.6,40.84
"2934",2019,"Florida","Nonmetallic mineral product manufacturing",12.1269792318344,59,"Total",6570,8829407.22233337,551027.889633333,666602.737108333,0.0624082535505295,0.0754980146884918,"FL",7.54980146884918,9.8383903503418,"Florida-Nonmetallic mineral product manufacturing-2019","327",18.8,13.6,16.2,"Florida-2019",59.227,4.5,55,4.9,86.8,10.7,42.82
"2935",2019,"Florida","Nonmetallic mineral product manufacturing",12.1269792318344,59,"Total",6570,8829407.22233337,551027.889633333,666602.737108333,0.0624082535505295,0.0754980146884918,"FL",7.54980146884918,9.8383903503418,"Florida-Nonmetallic mineral product manufacturing-2019","327",18.8,13.6,16.2,"Florida-2019",59.227,4.5,55,4.9,86.8,10.7,42.82
"2936",2020,"Florida","Nonmetallic mineral product manufacturing",6.31480067968369,59,"Total",5565,8150539.45516665,525489.652591667,645837.701866666,0.0644729882478714,0.0792386457324028,"FL",7.92386457324028,7.11933262646198,"Florida-Nonmetallic mineral product manufacturing-2020","327",14.1,10,12.05,"Florida-2020",57.703,5.4,54.5,5.1,87.3,10.5,44.54
"2937",2020,"Florida","Nonmetallic mineral product manufacturing",6.31480067968369,59,"Total",5565,8150539.45516665,525489.652591667,645837.701866666,0.0644729882478714,0.0792386457324028,"FL",7.92386457324028,7.11933262646198,"Florida-Nonmetallic mineral product manufacturing-2020","327",14.1,10,12.05,"Florida-2020",57.703,5.4,54.5,5.1,87.3,10.5,44.54
"2938",2021,"Florida","Nonmetallic mineral product manufacturing",6.49131014943123,59,"Total",6057,8667534.51853332,448787.85685,529534.293925,0.0517780296504498,0.0610939934849739,"FL",6.10939934849739,6.30035474896431,"Florida-Nonmetallic mineral product manufacturing-2021","327",19.2,13.4,16.3,"Florida-2021",63.062,5.6,54.6,5.4,87.9,11,45.67
"2939",2021,"Florida","Nonmetallic mineral product manufacturing",6.49131014943123,59,"Total",6057,8667534.51853332,448787.85685,529534.293925,0.0517780296504498,0.0610939934849739,"FL",6.10939934849739,6.30035474896431,"Florida-Nonmetallic mineral product manufacturing-2021","327",19.2,13.4,16.3,"Florida-2021",63.062,5.6,54.6,5.4,87.9,11,45.67
"2940",2018,"Georgia","Nonmetallic mineral product manufacturing",7.09050819277763,58,"Total",3626,4466531.372925,200070.250975,247747.1166,0.0447932034730911,0.0554674528539181,"GA",5.54674528539181,6.31862673908472,"Georgia-Nonmetallic mineral product manufacturing-2018","327",13.3,23.3,18.3,"Georgia-2018",58.756,4.8,58.5,10.8,86.3,10.2,46.9
"2941",2018,"Georgia","Nonmetallic mineral product manufacturing",7.09050819277763,58,"Total",3626,4466531.372925,200070.250975,247747.1166,0.0447932034730911,0.0554674528539181,"GA",5.54674528539181,6.31862673908472,"Georgia-Nonmetallic mineral product manufacturing-2018","327",13.3,23.3,18.3,"Georgia-2018",58.756,4.8,58.5,10.8,86.3,10.2,46.9
"2942",2019,"Georgia","Nonmetallic mineral product manufacturing",12.1269792318344,58,"Total",3531,4416491.65050833,179543.616825,222152.6754,0.0406529940664768,0.0503007136285305,"GA",5.03007136285305,8.57852529734373,"Georgia-Nonmetallic mineral product manufacturing-2019","327",18.8,28,23.4,"Georgia-2019",61.98,4.8,58.8,10.6,86.6,10.4,47.41
"2943",2019,"Georgia","Nonmetallic mineral product manufacturing",12.1269792318344,58,"Total",3531,4416491.65050833,179543.616825,222152.6754,0.0406529940664768,0.0503007136285305,"GA",5.03007136285305,8.57852529734373,"Georgia-Nonmetallic mineral product manufacturing-2019","327",18.8,28,23.4,"Georgia-2019",61.98,4.8,58.8,10.6,86.6,10.4,47.41
"2944",2020,"Georgia","Nonmetallic mineral product manufacturing",6.31480067968369,58,"Total",2951,4174060.27776666,194261.47175,271317.141541667,0.0465401709079742,0.0650007724761963,"GA",6.50007724761963,6.40743896365166,"Georgia-Nonmetallic mineral product manufacturing-2020","327",14.1,24.3,19.2,"Georgia-2020",61.224,5.6,58.8,10.5,87,10.1,48.13
"2945",2020,"Georgia","Nonmetallic mineral product manufacturing",6.31480067968369,58,"Total",2951,4174060.27776666,194261.47175,271317.141541667,0.0465401709079742,0.0650007724761963,"GA",6.50007724761963,6.40743896365166,"Georgia-Nonmetallic mineral product manufacturing-2020","327",14.1,24.3,19.2,"Georgia-2020",61.224,5.6,58.8,10.5,87,10.1,48.13
"2946",2021,"Georgia","Nonmetallic mineral product manufacturing",6.49131014943123,58,"Total",3015,4404154.58066667,210781.539741667,255407.945716667,0.0478597059845924,0.0579925030469894,"GA",5.79925030469894,6.14528022706509,"Georgia-Nonmetallic mineral product manufacturing-2021","327",19.2,28.5,23.85,"Georgia-2021",66.559,5.5,58.7,10.3,87.4,10,48.68
"2947",2021,"Georgia","Nonmetallic mineral product manufacturing",6.49131014943123,58,"Total",3015,4404154.58066667,210781.539741667,255407.945716667,0.0478597059845924,0.0579925030469894,"GA",5.79925030469894,6.14528022706509,"Georgia-Nonmetallic mineral product manufacturing-2021","327",19.2,28.5,23.85,"Georgia-2021",66.559,5.5,58.7,10.3,87.4,10,48.68
"2948",2018,"Idaho","Nonmetallic mineral product manufacturing",7.09050819277763,82,"Total",2579,733077.860925,34244.0949083333,41403.6739,0.0467127673327923,0.0564792305231094,"ID",5.64792305231094,6.36921562254429,"Idaho-Nonmetallic mineral product manufacturing-2018","327",13.3,20.3,16.8,"Idaho-2018",55.583,4,56.8,10.2,88.9,8.6,40.82
"2949",2018,"Idaho","Nonmetallic mineral product manufacturing",7.09050819277763,82,"Total",2579,733077.860925,34244.0949083333,41403.6739,0.0467127673327923,0.0564792305231094,"ID",5.64792305231094,6.36921562254429,"Idaho-Nonmetallic mineral product manufacturing-2018","327",13.3,20.3,16.8,"Idaho-2018",55.583,4,56.8,10.2,88.9,8.6,40.82
"2950",2019,"Idaho","Nonmetallic mineral product manufacturing",12.1269792318344,82,"Total",2570,764351.713399999,37553.8499666667,46321.5672916667,0.0491316355764866,0.0606024265289307,"ID",6.06024265289307,9.09361094236374,"Idaho-Nonmetallic mineral product manufacturing-2019","327",18.8,20.4,19.6,"Idaho-2019",60.999,3.3,58.4,9.6,89.2,6.9,43.27
"2951",2019,"Idaho","Nonmetallic mineral product manufacturing",12.1269792318344,82,"Total",2570,764351.713399999,37553.8499666667,46321.5672916667,0.0491316355764866,0.0606024265289307,"ID",6.06024265289307,9.09361094236374,"Idaho-Nonmetallic mineral product manufacturing-2019","327",18.8,20.4,19.6,"Idaho-2019",60.999,3.3,58.4,9.6,89.2,6.9,43.27
"2952",2020,"Idaho","Nonmetallic mineral product manufacturing",6.31480067968369,82,"Total",2343,730782.952725001,41053.8290166667,47111.3988583333,0.0561778694391251,0.0644670203328133,"ID",6.44670203328133,6.38075135648251,"Idaho-Nonmetallic mineral product manufacturing-2020","327",14.1,20.6,17.35,"Idaho-2020",58.915,4.2,57.1,9.6,89.6,7.9,44.95
"2953",2020,"Idaho","Nonmetallic mineral product manufacturing",6.31480067968369,82,"Total",2343,730782.952725001,41053.8290166667,47111.3988583333,0.0561778694391251,0.0644670203328133,"ID",6.44670203328133,6.38075135648251,"Idaho-Nonmetallic mineral product manufacturing-2020","327",14.1,20.6,17.35,"Idaho-2020",58.915,4.2,57.1,9.6,89.6,7.9,44.95
"2954",2021,"Idaho","Nonmetallic mineral product manufacturing",6.49131014943123,82,"Total",2376,765514.766216668,35741.0376416667,42193.4852916666,0.0466888956725597,0.0551177933812141,"ID",5.51177933812141,6.00154474377632,"Idaho-Nonmetallic mineral product manufacturing-2021","327",19.2,21.5,20.35,"Idaho-2021",66.474,3.3,57.5,10,91.2,9.5,45.13
"2955",2021,"Idaho","Nonmetallic mineral product manufacturing",6.49131014943123,82,"Total",2376,765514.766216668,35741.0376416667,42193.4852916666,0.0466888956725597,0.0551177933812141,"ID",5.51177933812141,6.00154474377632,"Idaho-Nonmetallic mineral product manufacturing-2021","327",19.2,21.5,20.35,"Idaho-2021",66.474,3.3,57.5,10,91.2,9.5,45.13
"2956",2018,"Illinois","Nonmetallic mineral product manufacturing",7.09050819277763,33,"Total",4646,5693575.38190834,785965.815291667,839168.311583333,0.138044327497482,0.147388637065887,"IL",14.7388637065887,10.9146859496832,"Illinois-Nonmetallic mineral product manufacturing-2018","327",13.3,24,18.65,"Illinois-2018",65.03,5.5,60.7,11.8,93,8.8,53.67
"2957",2018,"Illinois","Nonmetallic mineral product manufacturing",7.09050819277763,33,"Total",4646,5693575.38190834,785965.815291667,839168.311583333,0.138044327497482,0.147388637065887,"IL",14.7388637065887,10.9146859496832,"Illinois-Nonmetallic mineral product manufacturing-2018","327",13.3,24,18.65,"Illinois-2018",65.03,5.5,60.7,11.8,93,8.8,53.67
"2958",2019,"Illinois","Nonmetallic mineral product manufacturing",12.1269792318344,33,"Total",4320,5660933.76143334,771464.710249999,833095.339541666,0.136278703808784,0.147165715694427,"IL",14.7165715694427,13.4217754006386,"Illinois-Nonmetallic mineral product manufacturing-2019","327",18.8,29.5,24.15,"Illinois-2019",69.187,4.8,60.7,11.8,92.6,8.6,54.09
"2959",2019,"Illinois","Nonmetallic mineral product manufacturing",12.1269792318344,33,"Total",4320,5660933.76143334,771464.710249999,833095.339541666,0.136278703808784,0.147165715694427,"IL",14.7165715694427,13.4217754006386,"Illinois-Nonmetallic mineral product manufacturing-2019","327",18.8,29.5,24.15,"Illinois-2019",69.187,4.8,60.7,11.8,92.6,8.6,54.09
"2960",2020,"Illinois","Nonmetallic mineral product manufacturing",6.31480067968369,33,"Total",3745,5176009.15815834,736186.01075,785274.3027,0.142230436205864,0.151714235544205,"IL",15.1714235544205,10.7431121170521,"Illinois-Nonmetallic mineral product manufacturing-2020","327",14.1,23.9,19,"Illinois-2020",68.428,6,60.6,11.7,93.2,8.8,55.77
"2961",2020,"Illinois","Nonmetallic mineral product manufacturing",6.31480067968369,33,"Total",3745,5176009.15815834,736186.01075,785274.3027,0.142230436205864,0.151714235544205,"IL",15.1714235544205,10.7431121170521,"Illinois-Nonmetallic mineral product manufacturing-2020","327",14.1,23.9,19,"Illinois-2020",68.428,6,60.6,11.7,93.2,8.8,55.77
"2962",2021,"Illinois","Nonmetallic mineral product manufacturing",6.49131014943123,33,"Total",3773,5396680.14858335,752063.291983333,818268.248266666,0.139356657862663,0.151624366641045,"IL",15.1624366641045,10.8268734067678,"Illinois-Nonmetallic mineral product manufacturing-2021","327",19.2,29,24.1,"Illinois-2021",72.205,7.4,60.3,11.9,93,10,57.04
"2963",2021,"Illinois","Nonmetallic mineral product manufacturing",6.49131014943123,33,"Total",3773,5396680.14858335,752063.291983333,818268.248266666,0.139356657862663,0.151624366641045,"IL",15.1624366641045,10.8268734067678,"Illinois-Nonmetallic mineral product manufacturing-2021","327",19.2,29,24.1,"Illinois-2021",72.205,7.4,60.3,11.9,93,10,57.04
"2964",2018,"Indiana","Nonmetallic mineral product manufacturing",7.09050819277763,32,"Total",2846,3051383.4439,269025.4675,283151.830283333,0.0881650820374489,0.0927945747971535,"IN",9.27945747971535,8.18498283624649,"Indiana-Nonmetallic mineral product manufacturing-2018","327",13.3,29.8,21.55,"Indiana-2018",55.746,4.4,59.3,19.4,91.7,7.9,46.16
"2965",2018,"Indiana","Nonmetallic mineral product manufacturing",7.09050819277763,32,"Total",2846,3051383.4439,269025.4675,283151.830283333,0.0881650820374489,0.0927945747971535,"IN",9.27945747971535,8.18498283624649,"Indiana-Nonmetallic mineral product manufacturing-2018","327",13.3,29.8,21.55,"Indiana-2018",55.746,4.4,59.3,19.4,91.7,7.9,46.16
"2966",2019,"Indiana","Nonmetallic mineral product manufacturing",12.1269792318344,32,"Total",2620,3008608.56343333,248802.307525,295103.815933333,0.0826968029141426,0.0980864763259888,"IN",9.80864763259888,10.9678134322166,"Indiana-Nonmetallic mineral product manufacturing-2019","327",18.8,31.5,25.15,"Indiana-2019",57.603,4.2,59.4,18.5,91.3,7.7,47.38
"2967",2019,"Indiana","Nonmetallic mineral product manufacturing",12.1269792318344,32,"Total",2620,3008608.56343333,248802.307525,295103.815933333,0.0826968029141426,0.0980864763259888,"IN",9.80864763259888,10.9678134322166,"Indiana-Nonmetallic mineral product manufacturing-2019","327",18.8,31.5,25.15,"Indiana-2019",57.603,4.2,59.4,18.5,91.3,7.7,47.38
"2968",2020,"Indiana","Nonmetallic mineral product manufacturing",6.31480067968369,32,"Total",2273,2837580.632625,234063.937658333,271097.130141667,0.0824871510267258,0.0955381244421005,"IN",9.55381244421005,7.93430656194687,"Indiana-Nonmetallic mineral product manufacturing-2020","327",14.1,27.4,20.75,"Indiana-2020",58.235,4.7,59.1,18.7,92,7.4,48.99
"2969",2020,"Indiana","Nonmetallic mineral product manufacturing",6.31480067968369,32,"Total",2273,2837580.632625,234063.937658333,271097.130141667,0.0824871510267258,0.0955381244421005,"IN",9.55381244421005,7.93430656194687,"Indiana-Nonmetallic mineral product manufacturing-2020","327",14.1,27.4,20.75,"Indiana-2020",58.235,4.7,59.1,18.7,92,7.4,48.99
"2970",2021,"Indiana","Nonmetallic mineral product manufacturing",6.49131014943123,32,"Total",2322,2843033.08610833,255682.105233333,289545.670816667,0.0899328663945198,0.101843930780888,"IN",10.1843930780888,8.33785161376,"Indiana-Nonmetallic mineral product manufacturing-2021","327",19.2,29,24.1,"Indiana-2021",62.743,4.7,58.6,18.2,92.5,8.6,52.53
"2971",2021,"Indiana","Nonmetallic mineral product manufacturing",6.49131014943123,32,"Total",2322,2843033.08610833,255682.105233333,289545.670816667,0.0899328663945198,0.101843930780888,"IN",10.1843930780888,8.33785161376,"Indiana-Nonmetallic mineral product manufacturing-2021","327",19.2,29,24.1,"Indiana-2021",62.743,4.7,58.6,18.2,92.5,8.6,52.53
"2972",2018,"Iowa","Nonmetallic mineral product manufacturing",7.09050819277763,42,"Total",1972,1461068.83728334,112771.035675,129144.088025,0.0771839320659637,0.0883901491761208,"IA",8.83901491761208,7.96476155519485,"Iowa-Nonmetallic mineral product manufacturing-2018","327",13.3,31.4,22.35,"Iowa-2018",59.955,3.6,62.7,15.1,95.3,7.1,45.53
"2973",2018,"Iowa","Nonmetallic mineral product manufacturing",7.09050819277763,42,"Total",1972,1461068.83728334,112771.035675,129144.088025,0.0771839320659637,0.0883901491761208,"IA",8.83901491761208,7.96476155519485,"Iowa-Nonmetallic mineral product manufacturing-2018","327",13.3,31.4,22.35,"Iowa-2018",59.955,3.6,62.7,15.1,95.3,7.1,45.53
"2974",2019,"Iowa","Nonmetallic mineral product manufacturing",12.1269792318344,42,"Total",2088,1544328.75866667,96938.6436833334,121465.49915,0.0627707317471504,0.0786526203155518,"IA",7.86526203155518,9.99612063169479,"Iowa-Nonmetallic mineral product manufacturing-2019","327",18.8,32.6,25.7,"Iowa-2019",61.691,3.7,62.8,15.1,95,7.4,46.12
"2975",2019,"Iowa","Nonmetallic mineral product manufacturing",12.1269792318344,42,"Total",2088,1544328.75866667,96938.6436833334,121465.49915,0.0627707317471504,0.0786526203155518,"IA",7.86526203155518,9.99612063169479,"Iowa-Nonmetallic mineral product manufacturing-2019","327",18.8,32.6,25.7,"Iowa-2019",61.691,3.7,62.8,15.1,95,7.4,46.12
"2976",2020,"Iowa","Nonmetallic mineral product manufacturing",6.31480067968369,42,"Total",1759,1399233.85941667,92035.9830083334,127232.565366667,0.0657759830355644,0.090930163860321,"IA",9.0930163860321,7.7039085328579,"Iowa-Nonmetallic mineral product manufacturing-2020","327",14.1,27.6,20.85,"Iowa-2020",61.836,3.9,62.7,14.7,95.3,7,49.59
"2977",2020,"Iowa","Nonmetallic mineral product manufacturing",6.31480067968369,42,"Total",1759,1399233.85941667,92035.9830083334,127232.565366667,0.0657759830355644,0.090930163860321,"IA",9.0930163860321,7.7039085328579,"Iowa-Nonmetallic mineral product manufacturing-2020","327",14.1,27.6,20.85,"Iowa-2020",61.836,3.9,62.7,14.7,95.3,7,49.59
"2978",2021,"Iowa","Nonmetallic mineral product manufacturing",6.49131014943123,42,"Total",1643,1426247.75021667,92819.858425,117738.099708333,0.0650797560811043,0.0825509428977966,"IA",8.25509428977966,7.37320221960545,"Iowa-Nonmetallic mineral product manufacturing-2021","327",19.2,35.4,27.3,"Iowa-2021",65.6,3.6,61.9,15,95.2,8.4,51.64
"2979",2021,"Iowa","Nonmetallic mineral product manufacturing",6.49131014943123,42,"Total",1643,1426247.75021667,92819.858425,117738.099708333,0.0650797560811043,0.0825509428977966,"IA",8.25509428977966,7.37320221960545,"Iowa-Nonmetallic mineral product manufacturing-2021","327",19.2,35.4,27.3,"Iowa-2021",65.6,3.6,61.9,15,95.2,8.4,51.64
"2980",2018,"Kansas","Nonmetallic mineral product manufacturing",7.09050819277763,47,"Total",2079,1284599.49406667,90558.4891166667,129282.525666667,0.0704955011606216,0.100640334188938,"KS",10.0640334188938,8.57727080583572,"Kansas-Nonmetallic mineral product manufacturing-2018","327",13.3,31,22.15,"Kansas-2018",58.218,3.8,61.4,12.3,91.2,8,45.68
"2981",2018,"Kansas","Nonmetallic mineral product manufacturing",7.09050819277763,47,"Total",2079,1284599.49406667,90558.4891166667,129282.525666667,0.0704955011606216,0.100640334188938,"KS",10.0640334188938,8.57727080583572,"Kansas-Nonmetallic mineral product manufacturing-2018","327",13.3,31,22.15,"Kansas-2018",58.218,3.8,61.4,12.3,91.2,8,45.68
"2982",2019,"Kansas","Nonmetallic mineral product manufacturing",12.1269792318344,47,"Total",2033,1280818.39591667,111105.287291667,129275.148775,0.0867455452680588,0.10093167424202,"KS",10.093167424202,11.1100733280182,"Kansas-Nonmetallic mineral product manufacturing-2019","327",18.8,36.2,27.5,"Kansas-2019",62.087,3.8,61.7,12.6,90.8,7.2,45.95
"2983",2019,"Kansas","Nonmetallic mineral product manufacturing",12.1269792318344,47,"Total",2033,1280818.39591667,111105.287291667,129275.148775,0.0867455452680588,0.10093167424202,"KS",10.093167424202,11.1100733280182,"Kansas-Nonmetallic mineral product manufacturing-2019","327",18.8,36.2,27.5,"Kansas-2019",62.087,3.8,61.7,12.6,90.8,7.2,45.95
"2984",2020,"Kansas","Nonmetallic mineral product manufacturing",6.31480067968369,47,"Total",1901,1281583.90251666,113273.489916667,143859.675025,0.0883855447173119,0.112251468002796,"KS",11.2251468002796,8.76997373998165,"Kansas-Nonmetallic mineral product manufacturing-2020","327",14.1,33.9,24,"Kansas-2020",61.091,4.1,61.6,12.5,91.3,7.7,48.17
"2985",2020,"Kansas","Nonmetallic mineral product manufacturing",6.31480067968369,47,"Total",1901,1281583.90251666,113273.489916667,143859.675025,0.0883855447173119,0.112251468002796,"KS",11.2251468002796,8.76997373998165,"Kansas-Nonmetallic mineral product manufacturing-2020","327",14.1,33.9,24,"Kansas-2020",61.091,4.1,61.6,12.5,91.3,7.7,48.17
"2986",2021,"Kansas","Nonmetallic mineral product manufacturing",6.49131014943123,47,"Total",1853,1300690.58775833,119599.810308333,147381.597441666,0.0919510051608086,0.113310270011425,"KS",11.3310270011425,8.91116857528687,"Kansas-Nonmetallic mineral product manufacturing-2021","327",19.2,40.1,29.65,"Kansas-2021",64.124,4.4,61.2,11.8,90.8,9.1,49.86
"2987",2021,"Kansas","Nonmetallic mineral product manufacturing",6.49131014943123,47,"Total",1853,1300690.58775833,119599.810308333,147381.597441666,0.0919510051608086,0.113310270011425,"KS",11.3310270011425,8.91116857528687,"Kansas-Nonmetallic mineral product manufacturing-2021","327",19.2,40.1,29.65,"Kansas-2021",64.124,4.4,61.2,11.8,90.8,9.1,49.86
"2988",2018,"Kentucky","Nonmetallic mineral product manufacturing",7.09050819277763,61,"Total",1876,1810365.73865001,160209.401175,206137.28885,0.088495597243309,0.113864995539188,"KY",11.3864995539188,9.23850387334824,"Kentucky-Nonmetallic mineral product manufacturing-2018","327",13.3,32,22.65,"Kentucky-2018",50.247,5.2,54.8,13.9,94.4,10.2,42.04
"2989",2018,"Kentucky","Nonmetallic mineral product manufacturing",7.09050819277763,61,"Total",1876,1810365.73865001,160209.401175,206137.28885,0.088495597243309,0.113864995539188,"KY",11.3864995539188,9.23850387334824,"Kentucky-Nonmetallic mineral product manufacturing-2018","327",13.3,32,22.65,"Kentucky-2018",50.247,5.2,54.8,13.9,94.4,10.2,42.04
